,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,month,day_of_month
37,Quarter1,sweing,Saturday,9,0.7,28.08,1072.0,6900,40,0.0,0,0,57.5,0.699965217,1,3
38,Quarter1,finishing,Saturday,8,0.8,2.9,,960,0,0.0,0,0,8.0,0.628333333,1,3
39,Quarter1,finishing,Saturday,7,0.8,3.94,,960,0,0.0,0,0,8.0,0.6253125,1,3
40,Quarter1,finishing,Sunday,3,0.75,4.15,,1560,0,0.0,0,0,8.0,0.991388889,1,4
41,Quarter1,finishing,Sunday,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.931645833,1,4
42,Quarter1,finishing,Sunday,1,0.8,3.94,,960,0,0.0,0,0,8.0,0.915229167,1,4
43,Quarter1,sweing,Sunday,6,0.8,11.61,539.0,6975,50,0.0,0,0,31.0,0.879714482,1,4
44,Quarter1,finishing,Sunday,4,0.8,3.94,,6600,0,0.0,0,0,20.0,0.861679012,1,4
45,Quarter1,sweing,Sunday,9,0.8,26.16,1278.0,7080,60,0.0,0,0,59.0,0.850569492,1,4
46,Quarter1,sweing,Sunday,7,0.8,25.9,1227.0,7020,60,0.0,0,0,56.5,0.850436438,1,4
47,Quarter1,sweing,Sunday,8,0.8,25.9,1039.0,6780,45,0.0,0,0,56.5,0.850345133,1,4
48,Quarter1,sweing,Sunday,4,0.8,28.08,878.0,4260,50,0.0,0,0,55.5,0.800598058,1,4
49,Quarter1,sweing,Sunday,1,0.8,26.16,1033.0,7080,63,0.0,0,0,59.0,0.800318644,1,4
50,Quarter1,sweing,Sunday,2,0.8,28.08,782.0,6660,50,0.0,0,0,55.5,0.800237838,1,4
51,Quarter1,sweing,Sunday,12,0.8,11.61,1216.0,6975,50,0.0,0,0,31.0,0.800030199,1,4
52,Quarter1,finishing,Sunday,2,0.8,3.94,,960,0,0.0,0,0,8.0,0.792104167,1,4
53,Quarter1,finishing,Sunday,10,0.7,3.94,,4320,0,0.0,0,0,18.0,0.759228395,1,4
54,Quarter1,sweing,Sunday,11,0.75,19.31,513.0,6480,45,0.0,0,0,54.0,0.750348457,1,4
55,Quarter1,sweing,Sunday,3,0.75,19.87,734.0,6600,45,0.0,0,0,55.0,0.75024303,1,4
56,Quarter1,sweing,Sunday,10,0.7,28.08,1202.0,6900,40,0.0,0,0,57.5,0.699965217,1,4
57,Quarter1,finishing,Sunday,8,0.8,2.9,,960,0,0.0,0,0,8.0,0.682708333,1,4
58,Quarter1,finishing,Sunday,7,0.8,2.9,,960,0,0.0,0,0,8.0,0.667604167,1,4
59,Quarter1,sweing,Sunday,5,0.7,45.67,884.0,6960,26,0.0,0,0,58.0,0.603432184,1,4
60,Quarter1,finishing,Sunday,11,0.75,4.15,,960,0,0.0,0,0,8.0,0.345833333,1,4
61,Quarter1,finishing,Monday,1,0.8,3.94,,1920,0,0.0,0,0,8.0,0.961059028,1,5
62,Quarter1,finishing,Monday,11,0.8,3.94,,2400,0,0.0,0,0,10.0,0.939513889,1,5
63,Quarter1,finishing,Monday,4,0.8,3.94,,3840,0,0.0,0,0,16.0,0.893663194,1,5
64,Quarter1,finishing,Monday,3,0.75,4.15,,1920,0,0.0,0,0,8.0,0.875390625,1,5
65,Quarter1,sweing,Monday,9,0.8,26.16,1227.0,7080,75,0.0,0,0,59.0,0.850569492,1,5
66,Quarter1,finishing,Monday,9,0.8,2.9,,1920,0,0.0,0,0,8.0,0.820833333,1,5
67,Quarter1,finishing,Monday,2,0.8,3.94,,960,0,0.0,0,0,8.0,0.804416667,1,5
68,Quarter1,sweing,Monday,7,0.8,25.9,1255.0,6780,50,0.0,0,0,56.5,0.800684366,1,5
69,Quarter1,sweing,Monday,8,0.8,25.9,1047.0,6780,38,0.0,0,0,56.5,0.800684366,1,5
70,Quarter1,sweing,Monday,1,0.8,26.16,1138.0,7080,63,0.0,0,0,59.0,0.800318644,1,5
71,Quarter1,sweing,Monday,11,0.8,19.31,678.0,4800,50,0.0,0,0,55.0,0.800250962,1,5
72,Quarter1,sweing,Monday,6,0.8,11.61,712.0,7200,50,0.0,0,0,32.0,0.800246011,1,5
73,Quarter1,sweing,Monday,12,0.8,11.61,1037.0,7200,50,0.0,0,0,32.0,0.800246011,1,5
74,Quarter1,sweing,Monday,2,0.8,28.08,757.0,6900,50,0.0,0,0,57.5,0.800076522,1,5
75,Quarter1,sweing,Monday,4,0.8,28.08,759.0,6900,50,0.0,0,0,57.5,0.800076522,1,5
76,Quarter1,finishing,Monday,10,0.75,2.9,,960,0,0.0,0,0,8.0,0.763375,1,5
77,Quarter1,finishing,Monday,5,0.6,2.9,,960,0,0.0,0,0,8.0,0.759270833,1,5
78,Quarter1,sweing,Monday,10,0.75,28.08,1083.0,7020,45,0.0,0,0,58.5,0.7504,1,5
79,Quarter1,sweing,Monday,3,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303,1,5
80,Quarter1,finishing,Monday,7,0.8,3.94,,960,0,0.0,0,0,8.0,0.676666667,1,5
81,Quarter1,finishing,Monday,8,0.8,2.9,,960,0,0.0,0,0,8.0,0.664583333,1,5
82,Quarter1,sweing,Monday,5,0.6,21.98,666.0,6960,23,0.0,0,0,58.0,0.600028736,1,5
83,Quarter1,finishing,Tuesday,4,0.8,3.94,,4440,0,0.0,0,0,18.0,0.966781346,1,6
84,Quarter1,finishing,Tuesday,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.936496212,1,6
85,Quarter1,finishing,Tuesday,3,0.75,4.15,,1800,0,0.0,0,0,10.0,0.899166667,1,6
86,Quarter1,finishing,Tuesday,11,0.8,4.15,,2700,0,0.0,0,0,15.0,0.888686869,1,6
87,Quarter1,finishing,Tuesday,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939,1,6
88,Quarter1,sweing,Tuesday,1,0.8,26.16,1187.0,10620,75,0.0,0,0,59.0,0.850502311,1,6
89,Quarter1,sweing,Tuesday,9,0.8,26.16,1305.0,10620,75,0.0,0,0,59.0,0.850502311,1,6
90,Quarter1,finishing,Tuesday,10,0.75,3.94,,1440,0,0.0,0,0,8.0,0.809640152,1,6
91,Quarter1,finishing,Tuesday,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.805909091,1,6
92,Quarter1,sweing,Tuesday,2,0.8,28.08,716.0,10350,50,0.0,0,0,57.5,0.800594466,1,6
93,Quarter1,sweing,Tuesday,4,0.8,28.08,925.0,10350,50,0.0,0,0,57.5,0.800594466,1,6
94,Quarter1,sweing,Tuesday,3,0.8,19.87,963.0,9900,50,0.0,0,0,55.0,0.800273829,1,6
95,Quarter1,sweing,Tuesday,12,0.8,11.61,1101.0,5310,50,0.0,0,0,31.5,0.800140969,1,6
96,Quarter1,sweing,Tuesday,7,0.8,25.9,1035.0,10170,38,0.0,0,0,56.5,0.800128721,1,6
97,Quarter1,sweing,Tuesday,8,0.8,25.9,1083.0,10170,38,0.0,0,0,56.5,0.800128721,1,6
98,Quarter1,sweing,Tuesday,6,0.8,11.61,910.0,4470,38,0.0,0,0,31.5,0.80007657,1,6
99,Quarter1,sweing,Tuesday,10,0.75,28.08,1209.0,10530,45,0.0,0,0,58.5,0.750545455,1,6
100,Quarter1,sweing,Tuesday,11,0.75,19.31,590.0,9900,45,0.0,0,0,55.0,0.750057851,1,6
101,Quarter1,finishing,Tuesday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.681060606,1,6
102,Quarter1,sweing,Tuesday,5,0.65,21.98,808.0,10440,35,0.0,0,0,58.0,0.649983281,1,6
103,Quarter1,finishing,Tuesday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.61625,1,6
104,Quarter1,finishing,Wednesday,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.951420455,1,7
105,Quarter1,finishing,Wednesday,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.880530303,1,7
106,Quarter1,sweing,Wednesday,1,0.8,26.16,1179.0,10620,75,0.0,0,0,59.0,0.850502311,1,7
107,Quarter1,sweing,Wednesday,9,0.8,26.16,1324.0,10620,75,0.0,0,0,59.0,0.850502311,1,7
108,Quarter1,sweing,Wednesday,8,0.8,25.9,1135.0,10170,60,0.0,0,0,56.5,0.850136766,1,7
109,Quarter1,finishing,Wednesday,3,0.75,4.15,,2700,0,0.0,0,0,15.0,0.83,1,7
110,Quarter1,finishing,Wednesday,4,0.8,3.94,,4440,0,0.0,0,0,18.0,0.827186544,1,7
111,Quarter1,finishing,Wednesday,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.813371212,1,7
112,Quarter1,finishing,Wednesday,10,0.75,3.94,,1440,0,0.0,0,0,8.0,0.805909091,1,7
113,Quarter1,finishing,Wednesday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.804640152,1,7
114,Quarter1,sweing,Wednesday,2,0.8,28.08,776.0,10350,63,0.0,0,0,57.5,0.800594466,1,7
115,Quarter1,sweing,Wednesday,4,0.8,28.08,990.0,10350,50,0.0,0,0,57.5,0.800594466,1,7
116,Quarter1,sweing,Wednesday,6,0.8,11.41,986.0,5490,50,0.0,0,0,30.5,0.800343766,1,7
117,Quarter1,sweing,Wednesday,3,0.8,19.87,924.0,9900,50,0.0,0,0,55.0,0.800273829,1,7
118,Quarter1,sweing,Wednesday,12,0.8,11.61,1120.0,5670,50,0.0,0,0,31.5,0.800246753,1,7
119,Quarter1,sweing,Wednesday,7,0.8,25.9,1066.0,10170,50,0.0,0,0,56.5,0.800128721,1,7
120,Quarter1,sweing,Wednesday,10,0.75,28.08,1144.0,10530,69,0.0,0,0,58.5,0.8,1,7
121,Quarter1,sweing,Wednesday,5,0.7,21.98,413.0,9720,40,0.0,0,0,58.0,0.700480831,1,7
122,Quarter1,finishing,Wednesday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.681060606,1,7
123,Quarter1,finishing,Wednesday,6,0.8,2.9,,1800,0,0.0,0,0,10.0,0.666515152,1,7
124,Quarter1,sweing,Wednesday,11,0.8,31.83,568.0,9900,40,0.0,0,0,55.0,0.412119835,1,7
125,Quarter1,finishing,Wednesday,5,0.7,4.15,,1440,0,0.0,0,0,8.0,0.330113636,1,7
126,Quarter2,finishing,Thursday,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.947689394,1,8
127,Quarter2,finishing,Thursday,4,0.8,3.94,,12600,0,0.0,0,0,20.0,0.919905405,1,8
128,Quarter2,sweing,Thursday,9,0.8,26.16,1216.0,10620,88,0.0,0,0,59.0,0.900215716,1,8
129,Quarter2,finishing,Thursday,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.891723485,1,8
130,Quarter2,sweing,Thursday,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59.0,0.850502311,1,8
131,Quarter2,sweing,Thursday,4,0.8,28.08,942.0,10530,75,0.0,0,0,58.5,0.850181818,1,8
132,Quarter2,sweing,Thursday,7,0.8,25.9,1050.0,10170,60,0.0,0,0,56.5,0.850136766,1,8
133,Quarter2,sweing,Thursday,8,0.8,25.9,1026.0,10170,60,0.0,0,0,56.5,0.850136766,1,8
134,Quarter2,finishing,Thursday,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.835757576,1,8
135,Quarter2,finishing,Thursday,5,0.7,4.15,,3840,0,0.0,0,0,8.0,0.821354167,1,8
136,Quarter2,sweing,Thursday,2,0.8,28.08,783.0,10050,63,0.0,0,0,58.5,0.800497246,1,8
137,Quarter2,sweing,Thursday,3,0.8,19.87,857.0,9900,50,0.0,0,0,55.0,0.800273829,1,8
138,Quarter2,sweing,Thursday,12,0.8,11.61,548.0,15120,63,0.0,0,0,31.5,0.800107143,1,8
139,Quarter2,sweing,Thursday,6,0.8,11.41,411.0,14640,50,0.0,0,0,30.5,0.800024932,1,8
140,Quarter2,sweing,Thursday,10,0.75,28.08,1066.0,10530,69,0.0,0,0,58.5,0.8,1,8
141,Quarter2,finishing,Thursday,10,0.75,3.94,,1440,0,0.0,0,0,8.0,0.779791667,1,8
142,Quarter2,finishing,Thursday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.735984848,1,8
143,Quarter2,finishing,Thursday,3,0.75,4.15,,2160,0,0.0,0,0,12.0,0.712626263,1,8
144,Quarter2,finishing,Thursday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.681060606,1,8
145,Quarter2,finishing,Thursday,11,0.8,4.15,,900,0,0.0,0,0,5.0,0.515606061,1,8
146,Quarter2,sweing,Thursday,11,0.35,12.52,287.0,25920,38,0.0,0,0,54.0,0.349951389,1,8
147,Quarter2,sweing,Thursday,5,0.7,42.41,724.0,10260,0,0.0,0,0,57.0,0.233705476,1,8
148,Quarter2,finishing,Saturday,1,0.8,3.94,,2160,0,0.0,0,0,8.0,0.985,1,10
149,Quarter2,finishing,Saturday,3,0.75,4.15,,2760,0,0.0,0,0,12.0,0.930340376,1,10
150,Quarter2,finishing,Saturday,4,0.8,3.94,,6000,0,0.0,0,0,20.0,0.911589744,1,10
151,Quarter2,finishing,Saturday,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939,1,10
152,Quarter2,sweing,Saturday,9,0.8,26.16,1122.0,10620,75,0.0,0,0,59.0,0.851174114,1,10
153,Quarter2,sweing,Saturday,7,0.8,25.9,970.0,10170,60,0.0,0,0,56.5,0.850136766,1,10
154,Quarter2,sweing,Saturday,8,0.8,25.9,1158.0,10170,60,0.0,0,0,56.5,0.850136766,1,10
155,Quarter2,finishing,Saturday,10,0.8,3.94,,1440,0,0.0,0,0,8.0,0.846950758,1,10
156,Quarter2,finishing,Saturday,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.817424242,1,10
157,Quarter2,finishing,Saturday,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.817102273,1,10
158,Quarter2,sweing,Saturday,4,0.8,28.08,660.0,10440,63,0.0,0,0,58.0,0.801028213,1,10
159,Quarter2,sweing,Saturday,2,0.8,28.08,749.0,10350,63,0.0,0,0,57.5,0.800594466,1,10
160,Quarter2,sweing,Saturday,12,0.8,11.61,893.0,4710,50,0.0,0,0,31.5,0.800346445,1,10
161,Quarter2,sweing,Saturday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.800343766,1,10
162,Quarter2,sweing,Saturday,1,0.8,26.16,1335.0,10620,63,0.0,0,0,59.0,0.800117103,1,10
163,Quarter2,sweing,Saturday,10,0.8,28.08,1082.0,10530,63,0.0,0,0,58.5,0.8,1,10
164,Quarter2,sweing,Saturday,3,0.75,19.87,1075.0,7080,45,0.0,0,0,56.0,0.750098351,1,10
165,Quarter2,sweing,Saturday,11,0.5,12.52,749.0,9540,38,0.0,0,0,53.0,0.673245283,1,10
166,Quarter2,finishing,Saturday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.670075758,1,10
167,Quarter2,finishing,Saturday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.628882576,1,10
168,Quarter2,sweing,Saturday,5,0.5,20.79,966.0,7680,0,0.0,0,0,56.0,0.388007813,1,10
169,Quarter2,finishing,Saturday,5,0.5,4.15,,1440,0,0.0,0,0,8.0,0.337973485,1,10
170,Quarter2,finishing,Sunday,3,0.75,4.15,,1440,0,0.0,0,0,8.0,0.93532197,1,11
171,Quarter2,finishing,Sunday,4,0.8,3.94,,3600,0,0.0,0,0,20.0,0.925643939,1,11
172,Quarter2,sweing,Sunday,9,0.8,26.16,1095.0,10620,88,0.0,0,0,59.0,0.900215716,1,11
173,Quarter2,finishing,Sunday,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.873068182,1,11
174,Quarter2,finishing,Sunday,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939,1,11
175,Quarter2,sweing,Sunday,1,0.8,26.16,1383.0,10620,75,0.0,0,0,59.0,0.850502311,1,11
176,Quarter2,sweing,Sunday,7,0.8,25.9,1012.0,10170,45,0.0,0,0,56.5,0.850136766,1,11
177,Quarter2,sweing,Sunday,8,0.8,25.9,1209.0,10170,60,0.0,0,0,56.5,0.850136766,1,11
178,Quarter2,finishing,Sunday,10,0.8,3.94,,1440,0,0.0,0,0,8.0,0.828295455,1,11
179,Quarter2,finishing,Sunday,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.820833333,1,11
180,Quarter2,sweing,Sunday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.800343766,1,11
181,Quarter2,sweing,Sunday,12,0.8,11.61,896.0,5670,50,0.0,0,0,31.5,0.800246753,1,11
182,Quarter2,sweing,Sunday,2,0.8,28.08,805.0,10530,63,0.0,0,0,58.5,0.8,1,11
183,Quarter2,sweing,Sunday,10,0.8,28.08,762.0,10530,38,0.0,0,0,58.5,0.8,1,11
184,Quarter2,sweing,Sunday,3,0.8,19.87,1043.0,6420,0,0.0,0,0,55.0,0.690182815,1,11
185,Quarter2,finishing,Sunday,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.668087121,1,11
186,Quarter2,finishing,Sunday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.653598485,1,11
187,Quarter2,finishing,Sunday,5,0.5,4.15,,1440,0,0.0,0,0,8.0,0.609138258,1,11
188,Quarter2,sweing,Sunday,11,0.6,12.52,831.0,9540,30,0.0,0,0,53.0,0.600229846,1,11
189,Quarter2,finishing,Sunday,6,0.8,2.9,,1440,0,0.0,0,0,8.0,0.597348485,1,11
190,Quarter2,finishing,Sunday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.590435606,1,11
191,Quarter2,sweing,Sunday,4,0.8,50.48,562.0,10440,0,0.0,0,0,58.0,0.473134796,1,11
192,Quarter2,sweing,Sunday,5,0.6,20.79,1208.0,7980,0,0.0,0,0,57.0,0.452979626,1,11
193,Quarter2,finishing,Monday,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.955151515,1,12
194,Quarter2,finishing,Monday,4,0.35,4.3,,3240,0,0.0,0,0,18.0,0.942213805,1,12
195,Quarter2,finishing,Monday,3,0.8,4.15,,1800,0,0.0,0,0,10.0,0.905454545,1,12
196,Quarter2,finishing,Monday,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.880530303,1,12
197,Quarter2,finishing,Monday,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939,1,12
198,Quarter2,sweing,Monday,1,0.8,26.16,1099.0,8220,75,0.0,0,0,59.0,0.850522167,1,12
199,Quarter2,sweing,Monday,9,0.8,26.16,1093.0,10620,75,0.0,0,0,59.0,0.850502311,1,12
200,Quarter2,sweing,Monday,7,0.8,25.9,1031.0,10170,60,0.0,0,0,56.5,0.850136766,1,12
201,Quarter2,sweing,Monday,8,0.8,25.9,1233.0,10170,60,0.0,0,0,56.5,0.850136766,1,12
202,Quarter2,finishing,Monday,6,0.8,2.9,,1440,0,0.0,0,0,8.0,0.817424242,1,12
203,Quarter2,finishing,Monday,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.809564394,1,12
204,Quarter2,sweing,Monday,3,0.8,19.87,941.0,9900,0,0.0,0,0,55.0,0.800273829,1,12
205,Quarter2,sweing,Monday,6,0.8,11.41,843.0,5670,50,0.0,0,0,31.5,0.800181818,1,12
206,Quarter2,sweing,Monday,12,0.8,11.61,760.0,4470,50,0.0,0,0,31.5,0.80007657,1,12
207,Quarter2,sweing,Monday,2,0.8,28.08,737.0,10530,63,0.0,0,0,58.5,0.8,1,12
208,Quarter2,finishing,Monday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.725,1,12
209,Quarter2,sweing,Monday,10,0.8,50.48,381.0,6930,45,0.0,0,0,58.5,0.688557555,1,12
210,Quarter2,sweing,Monday,5,0.65,20.79,1141.0,8460,0,0.0,0,0,59.0,0.650040783,1,12
211,Quarter2,sweing,Monday,11,0.65,12.52,1004.0,9540,44,0.0,0,0,53.0,0.64998056,1,12
212,Quarter2,finishing,Monday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.648106061,1,12
213,Quarter2,finishing,Monday,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.640577652,1,12
214,Quarter2,sweing,Monday,4,0.35,22.4,581.0,7350,0,0.0,0,0,51.5,0.35063299,1,12
215,Quarter2,finishing,Monday,10,0.8,3.94,,1440,0,0.0,0,0,8.0,0.24625,1,12
216,Quarter2,finishing,Tuesday,4,0.35,4.3,,2160,0,0.0,0,0,12.0,0.952020202,1,13
217,Quarter2,finishing,Tuesday,1,0.8,3.94,,1440,0,0.0,0,0,2.0,0.951420455,1,13
218,Quarter2,finishing,Tuesday,10,0.8,3.94,,5400,0,0.0,0,0,20.0,0.912766667,1,13
219,Quarter2,finishing,Tuesday,3,0.8,4.15,,1620,0,0.0,0,0,9.0,0.901262626,1,13
220,Quarter2,finishing,Tuesday,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939,1,13
221,Quarter2,sweing,Tuesday,1,0.8,26.16,1073.0,10620,75,0.0,0,0,59.0,0.850502311,1,13
222,Quarter2,sweing,Tuesday,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59.0,0.850502311,1,13
223,Quarter2,sweing,Tuesday,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57.0,0.850252525,1,13
224,Quarter2,sweing,Tuesday,7,0.8,25.9,1126.0,10170,60,0.0,0,0,56.5,0.850136766,1,13
225,Quarter2,finishing,Tuesday,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.821354167,1,13
226,Quarter2,finishing,Tuesday,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.805909091,1,13
227,Quarter2,sweing,Tuesday,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.800246753,1,13
228,Quarter2,sweing,Tuesday,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800246753,1,13
229,Quarter2,sweing,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8,1,13
230,Quarter2,sweing,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584,1,13
231,Quarter2,finishing,Tuesday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.681060606,1,13
232,Quarter2,finishing,Tuesday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.670075758,1,13
233,Quarter2,finishing,Tuesday,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.601278409,1,13
234,Quarter2,sweing,Tuesday,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029,1,13
235,Quarter2,sweing,Tuesday,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.526810345,1,13
236,Quarter2,sweing,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799,1,13
237,Quarter2,sweing,Tuesday,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649,1,13
238,Quarter2,finishing,Wednesday,11,0.8,4.15,,1980,0,0.0,0,0,7.0,0.934607438,1,14
239,Quarter2,finishing,Wednesday,4,0.35,4.3,,2700,0,0.0,0,0,8.0,0.908080808,1,14
240,Quarter2,sweing,Wednesday,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811,1,14
241,Quarter2,finishing,Wednesday,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.891723485,1,14
242,Quarter2,finishing,Wednesday,5,0.65,4.15,,1440,0,0.0,0,0,15.0,0.864583333,1,14
243,Quarter2,finishing,Wednesday,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939,1,14
